x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,z1,z2,z3,P,Q,R,Profit
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,40200
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,52717
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,52717
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34640
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,47157
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,34640
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,47157
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,40200
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,40200
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,52717
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,52717
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,34640
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,47157
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,34640
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,47157
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,40200
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,40200
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,52717
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,52717
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8368
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15681
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8368
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15681
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,17907
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,17907
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6742
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7822
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6742
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7822
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,8968
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,8968
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,10048
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,10048
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8368
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,15681
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8368
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,15681
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,10594
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,10594
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,17907
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,17907
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6742
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,7822
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,6742
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,7822
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8968
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,8968
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10048
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,10048
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8368
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15681
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8368
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,15681
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10594
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,10594
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,17907
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,17907
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6742
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,7822
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,6742
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,7822
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,8968
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,8968
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,10048
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,10048
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8368
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,15681
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,8368
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,15681
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,10594
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,10594
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,17907
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,17907
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6742
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,7822
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,6742
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,7822
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8968
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,8968
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,10048
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10048
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4175
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4175
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6353
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6353
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4175
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4175
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,6353
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,6353
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4175
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4175
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,6353
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,6353
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,4175
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,4175
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,6353
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6353
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4224
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9120
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4224
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,9120
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4602
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4602
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,9498
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,9498
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2598
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1261
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2598
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1261
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2976
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2976
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1639
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1639
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2166
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2166
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2544
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2544
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,540
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,540
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,918
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,918
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4224
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,9120
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4224
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,9120
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,4602
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,4602
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,9498
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,9498
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2598
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1261
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2598
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1261
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2976
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2976
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1639
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1639
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2166
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2166
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2544
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2544
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,540
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,540
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,918
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,918
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6353
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6353
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6353
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6353
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,6353
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,6353
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4175
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,6353
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,6353
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4224
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,9120
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4224
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,9120
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4602
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4602
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,9498
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,9498
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2598
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1261
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2598
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1261
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2976
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,2976
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1639
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1639
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4224
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,9120
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4224
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,9120
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4602
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,4602
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,9498
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,9498
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2598
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1261
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,2598
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1261
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2976
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,2976
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1639
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1639
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2166
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2166
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2544
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2544
0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,540
0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,540
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,918
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,918
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2166
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,2166
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2544
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2544
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,540
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,540
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,918
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,918
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2784
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7780
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2784
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,7780
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3402
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3402
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,8398
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,8398
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2784
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,7780
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2784
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,7780
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3402
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3402
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,8398
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,8398
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,726
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,726
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1344
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1344
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,726
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,726
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1344
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1344
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,726
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,726
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1344
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1344
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,726
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,726
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1344
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1344
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10544
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13577
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,10544
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,13577
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,9202
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,9202
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,12235
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,12235
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,8918
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,5718
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,8918
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,5718
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,7576
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,7576
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,4376
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,4376
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,8486
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2601
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,8486
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2601
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,7144
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,7144
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1259
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1259
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,6860
0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,6860
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,5518
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,5518
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,8486
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2601
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,8486
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2601
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,7144
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,7144
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1259
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1259
0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,6860
0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,6860
0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,5518
0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,5518
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6428
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,6428
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,5086
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,5086
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,15461
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,18294
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,15461
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,18294
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,14119
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,14119
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,16952
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,16952
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32880
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,32880
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,44165
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,44165
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,32880
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,32880
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,44165
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,44165
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,32880
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,32880
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,44165
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,44165
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,27840
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,39125
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,32880
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,32880
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,44165
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,44165
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27840
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,39125
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27840
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,39125
